year,mileage,fuel_type,transmission,seller_type,car_condition,brand,price
2016,162608,Diesel,Manual,Individual,Excellent,Toyota,7736
2011,89700,Petrol,Semi-Auto,Online Platform,Excellent,Tesla,29134
2021,199115,Electric,Manual,Dealer,Excellent,BMW,12496
2016,83532,Petrol,Semi-Auto,Dealer,Excellent,BMW,28275
2009,192647,Hybrid,Manual,Dealer,Excellent,Hyundai,4484
2021,132626,Diesel,Manual,Online Platform,Fair,BMW,12635
2000,138943,Diesel,Manual,Dealer,Excellent,Ford,13133
2021,51002,Electric,Semi-Auto,Individual,Good,Tesla,27021
2017,54812,Diesel,Semi-Auto,Online Platform,Fair,Hyundai,8194
2017,158698,Hybrid,Manual,Online Platform,Poor,Ford,5039
2013,196051,Petrol,Automatic,Dealer,Fair,Ford,5268
2014,113946,Electric,Semi-Auto,Dealer,Poor,Ford,6259
2011,71668,Hybrid,Semi-Auto,Individual,Poor,Toyota,7168
2003,104003,Diesel,Manual,Online Platform,Good,Ford,11171
2002,47998,Diesel,Automatic,Dealer,Excellent,Toyota,13842
2019,199886,Hybrid,Manual,Individual,Excellent,BMW,12877
2011,109601,Petrol,Semi-Auto,Dealer,Fair,Toyota,6114
2006,181679,Petrol,Semi-Auto,Online Platform,Excellent,Ford,7905
2010,12812,Electric,Manual,Dealer,Good,Tesla,34014
2000,66844,Diesel,Manual,Online Platform,Fair,Tesla,22822
2005,138251,Hybrid,Automatic,Dealer,Fair,BMW,14411
2014,179870,Petrol,Automatic,Online Platform,Fair,Ford,7046
2014,79601,Electric,Semi-Auto,Individual,Excellent,Toyota,14548
2018,144347,Diesel,Automatic,Online Platform,Excellent,Tesla,22193
2010,186646,Diesel,Automatic,Individual,Excellent,Hyundai,6251
2022,52857,Electric,Semi-Auto,Online Platform,Fair,Ford,11989
2001,130555,Electric,Semi-Auto,Individual,Fair,Ford,8627
2013,25700,Petrol,Semi-Auto,Dealer,Poor,Hyundai,6367
2001,175536,Hybrid,Semi-Auto,Online Platform,Poor,Tesla,9197
2003,178423,Diesel,Manual,Dealer,Excellent,Hyundai,5494
2016,98330,Hybrid,Semi-Auto,Individual,Fair,BMW,15925
2002,149941,Diesel,Semi-Auto,Online Platform,Excellent,Toyota,9422
2012,196387,Diesel,Semi-Auto,Online Platform,Excellent,Toyota,8099
2008,157026,Hybrid,Automatic,Dealer,Poor,Tesla,10422
2006,167627,Electric,Semi-Auto,Online Platform,Good,Hyundai,5287
2014,68353,Petrol,Manual,Online Platform,Excellent,Ford,15780
2022,181098,Diesel,Manual,Dealer,Good,Ford,7940
2010,105772,Electric,Semi-Auto,Online Platform,Good,Ford,11351
2019,183048,Diesel,Manual,Dealer,Fair,BMW,9805
2001,96502,Petrol,Automatic,Dealer,Fair,BMW,17122
2014,118943,Diesel,Semi-Auto,Dealer,Excellent,Ford,14401
2013,114850,Petrol,Manual,Dealer,Poor,Tesla,13844
2019,50095,Petrol,Manual,Dealer,Poor,BMW,13893
2021,150342,Diesel,Semi-Auto,Individual,Excellent,BMW,14868
2010,166980,Diesel,Manual,Individual,Excellent,Toyota,8612
2002,20523,Petrol,Semi-Auto,Dealer,Poor,Toyota,8423
2016,67433,Electric,Manual,Individual,Good,Tesla,27817
2011,183140,Hybrid,Automatic,Individual,Excellent,BMW,17118
2020,24991,Petrol,Manual,Online Platform,Good,BMW,26576
2014,15775,Diesel,Manual,Dealer,Excellent,Hyundai,14572
2015,89995,Diesel,Semi-Auto,Individual,Excellent,Tesla,28126
2004,197322,Electric,Manual,Online Platform,Good,Tesla,14718
2019,152745,Hybrid,Semi-Auto,Online Platform,Good,Hyundai,6340
2005,127808,Petrol,Automatic,Dealer,Poor,Hyundai,3590
2018,163128,Petrol,Semi-Auto,Dealer,Excellent,Toyota,7836
2004,142686,Hybrid,Semi-Auto,Online Platform,Fair,Tesla,17364
2002,12415,Petrol,Manual,Dealer,Fair,Tesla,29347
2000,179956,Hybrid,Automatic,Dealer,Excellent,Hyundai,6197
2005,153036,Diesel,Semi-Auto,Online Platform,Excellent,Ford,10963
2014,173798,Hybrid,Manual,Online Platform,Excellent,Ford,9345
2001,42044,Petrol,Manual,Dealer,Good,Toyota,13225
2002,193221,Hybrid,Semi-Auto,Individual,Fair,Ford,5024
2016,173616,Electric,Manual,Dealer,Fair,Ford,6938
2011,54976,Diesel,Semi-Auto,Individual,Fair,Ford,12177
2017,168324,Diesel,Semi-Auto,Online Platform,Excellent,BMW,14063
2014,8832,Hybrid,Semi-Auto,Individual,Good,Toyota,15049
2011,39148,Petrol,Automatic,Online Platform,Excellent,Hyundai,12639
2015,197312,Electric,Semi-Auto,Dealer,Poor,Ford,3528
2007,117230,Diesel,Manual,Dealer,Poor,BMW,12674
2013,90076,Diesel,Automatic,Online Platform,Fair,Ford,10151
2016,189531,Petrol,Manual,Online Platform,Excellent,BMW,9733
2020,43402,Petrol,Automatic,Online Platform,Poor,Toyota,7589
2007,193799,Electric,Automatic,Dealer,Poor,Ford,4359
2014,43578,Hybrid,Automatic,Dealer,Excellent,BMW,29102
2013,95453,Petrol,Automatic,Individual,Good,Tesla,25542
2017,158390,Hybrid,Manual,Online Platform,Excellent,Tesla,17730
2019,80715,Electric,Semi-Auto,Individual,Excellent,BMW,28720
2006,116435,Hybrid,Manual,Dealer,Good,Ford,10498
2002,156538,Diesel,Semi-Auto,Individual,Fair,Ford,6632
2011,100742,Hybrid,Manual,Individual,Fair,Toyota,7714
2020,50475,Electric,Automatic,Dealer,Fair,Toyota,10339
2002,65142,Electric,Automatic,Dealer,Good,Hyundai,10500
2019,162636,Electric,Semi-Auto,Online Platform,Poor,Toyota,4127
2013,158484,Hybrid,Semi-Auto,Individual,Good,Ford,8481
2014,98526,Diesel,Manual,Dealer,Excellent,Hyundai,9257
2013,56001,Petrol,Semi-Auto,Dealer,Good,Toyota,10979
2006,62649,Diesel,Manual,Individual,Poor,BMW,13814
2016,197029,Hybrid,Semi-Auto,Dealer,Poor,Tesla,5886
2011,171589,Hybrid,Semi-Auto,Online Platform,Excellent,Toyota,6006
2019,149228,Petrol,Semi-Auto,Online Platform,Fair,Toyota,5984
2003,159136,Hybrid,Automatic,Individual,Poor,BMW,7963
2008,30711,Electric,Automatic,Online Platform,Poor,Ford,10437
2005,35106,Electric,Manual,Dealer,Poor,BMW,15123
2015,70458,Electric,Semi-Auto,Dealer,Excellent,Toyota,14375
2021,152661,Electric,Manual,Dealer,Poor,Ford,5655
2021,135429,Electric,Semi-Auto,Dealer,Fair,Hyundai,5908
2020,106754,Hybrid,Automatic,Individual,Excellent,Toyota,11428
2020,143286,Petrol,Automatic,Online Platform,Fair,BMW,14119
2001,131479,Petrol,Semi-Auto,Online Platform,Poor,Hyundai,4246
2007,163199,Electric,Semi-Auto,Dealer,Poor,Tesla,10772
2010,141213,Hybrid,Automatic,Individual,Fair,Hyundai,6230
2012,33884,Diesel,Automatic,Dealer,Excellent,BMW,31712
2016,7708,Diesel,Manual,Dealer,Excellent,Hyundai,14152
2007,23375,Hybrid,Automatic,Individual,Fair,BMW,21695
2020,20088,Electric,Semi-Auto,Individual,Poor,Toyota,9091
2017,62615,Petrol,Manual,Dealer,Good,Ford,16587
2017,115138,Hybrid,Semi-Auto,Online Platform,Fair,Tesla,18281
2013,181118,Diesel,Manual,Dealer,Fair,Ford,4547
2014,15014,Diesel,Semi-Auto,Online Platform,Fair,Ford,13043
2005,139345,Diesel,Automatic,Online Platform,Poor,Ford,6409
2010,183207,Electric,Semi-Auto,Individual,Excellent,BMW,11955
2012,107842,Diesel,Manual,Individual,Poor,BMW,10989
2000,166953,Hybrid,Semi-Auto,Dealer,Fair,Tesla,11527
2005,83077,Hybrid,Manual,Online Platform,Poor,BMW,12945
2008,144784,Diesel,Semi-Auto,Online Platform,Poor,BMW,9543
2007,57874,Hybrid,Automatic,Dealer,Fair,BMW,17102
2010,74087,Diesel,Automatic,Dealer,Poor,BMW,12180
2021,17297,Diesel,Semi-Auto,Dealer,Good,Toyota,13007
2018,32128,Petrol,Semi-Auto,Individual,Poor,Tesla,17297
2008,73368,Electric,Semi-Auto,Dealer,Poor,BMW,13612
2016,83958,Electric,Manual,Dealer,Excellent,Tesla,30654
2011,37920,Petrol,Semi-Auto,Online Platform,Excellent,Hyundai,13309
2013,147228,Petrol,Semi-Auto,Dealer,Fair,Toyota,6443
2014,147180,Electric,Manual,Online Platform,Fair,BMW,11526
2015,167917,Diesel,Automatic,Online Platform,Excellent,Toyota,8131
2021,138872,Diesel,Semi-Auto,Individual,Good,Toyota,8847
2021,178784,Electric,Semi-Auto,Dealer,Poor,Hyundai,2827
2019,138682,Diesel,Automatic,Dealer,Good,Tesla,18277
2000,82603,Petrol,Automatic,Online Platform,Good,Toyota,10161
2009,38872,Diesel,Manual,Individual,Excellent,Ford,17932
2007,15728,Diesel,Semi-Auto,Individual,Fair,Hyundai,9425
2017,100102,Hybrid,Semi-Auto,Dealer,Poor,Ford,7194
2000,127049,Hybrid,Manual,Online Platform,Fair,Hyundai,6474
2001,25583,Hybrid,Automatic,Dealer,Good,Ford,15855
2000,90774,Diesel,Manual,Dealer,Good,Ford,13238
2000,143335,Electric,Automatic,Dealer,Fair,Toyota,6498
2008,131374,Petrol,Manual,Dealer,Fair,Toyota,6691
2012,155528,Diesel,Automatic,Online Platform,Excellent,Hyundai,6621
2000,96118,Electric,Manual,Individual,Fair,Tesla,19869
2012,70942,Diesel,Automatic,Dealer,Fair,Toyota,9487
2019,18689,Petrol,Automatic,Dealer,Excellent,Toyota,17060
2021,169006,Diesel,Automatic,Dealer,Fair,BMW,10990
2006,38276,Petrol,Automatic,Dealer,Good,Toyota,13113
2001,106968,Diesel,Automatic,Individual,Fair,Tesla,15718
2005,155945,Petrol,Semi-Auto,Individual,Poor,BMW,8719
2006,18050,Diesel,Automatic,Individual,Good,Ford,16675
2013,71216,Petrol,Semi-Auto,Individual,Excellent,Ford,18574
2017,89040,Hybrid,Automatic,Dealer,Good,BMW,22046
2014,26644,Diesel,Semi-Auto,Online Platform,Excellent,BMW,33165
2001,67021,Diesel,Semi-Auto,Individual,Poor,BMW,14395
2009,173197,Electric,Manual,Individual,Poor,Hyundai,2674
2022,47291,Electric,Automatic,Dealer,Good,Tesla,28415
2011,171132,Petrol,Manual,Dealer,Fair,Tesla,11558
2016,137610,Diesel,Manual,Dealer,Good,Ford,10092
2007,172248,Petrol,Automatic,Dealer,Good,Ford,7273
2010,46520,Hybrid,Manual,Online Platform,Poor,Ford,8854
2002,30675,Electric,Automatic,Online Platform,Excellent,Toyota,15198
2005,154359,Petrol,Manual,Individual,Good,Ford,8761
2008,5174,Petrol,Automatic,Online Platform,Fair,BMW,23784
2005,97268,Electric,Automatic,Individual,Poor,Ford,7529
2008,39998,Diesel,Automatic,Individual,Good,BMW,24956
2006,189384,Petrol,Semi-Auto,Online Platform,Good,Hyundai,4647
2008,148184,Electric,Manual,Individual,Fair,Toyota,5448
2017,110410,Diesel,Semi-Auto,Dealer,Good,Toyota,9315
2011,80225,Hybrid,Manual,Individual,Good,Tesla,26168
2007,49814,Electric,Manual,Dealer,Good,Hyundai,9852
2007,90091,Petrol,Manual,Online Platform,Good,BMW,18648
2017,55719,Hybrid,Semi-Auto,Online Platform,Fair,Hyundai,7124
2019,134887,Diesel,Manual,Individual,Good,Toyota,8421
2014,38919,Diesel,Semi-Auto,Dealer,Good,BMW,26977
2006,78155,Electric,Automatic,Individual,Good,Hyundai,9077
2010,76569,Electric,Manual,Online Platform,Poor,Toyota,6974
2019,46328,Electric,Manual,Individual,Fair,BMW,19957
2015,29618,Diesel,Automatic,Individual,Poor,BMW,16887
2003,39675,Hybrid,Automatic,Dealer,Poor,Toyota,7960
2005,23919,Diesel,Manual,Online Platform,Fair,BMW,21319
2021,9173,Petrol,Automatic,Individual,Poor,Toyota,8956
2002,114369,Diesel,Semi-Auto,Dealer,Poor,Ford,6842
2008,31400,Petrol,Semi-Auto,Individual,Poor,Ford,10572
2009,186517,Hybrid,Manual,Dealer,Fair,BMW,10733
2013,75305,Electric,Semi-Auto,Dealer,Good,BMW,22331
2010,173636,Electric,Semi-Auto,Individual,Excellent,Toyota,7205
2017,181886,Diesel,Manual,Online Platform,Excellent,BMW,16980
2021,93791,Electric,Automatic,Online Platform,Fair,Tesla,20018
2011,164034,Hybrid,Manual,Dealer,Excellent,Ford,9601
2022,75533,Electric,Semi-Auto,Online Platform,Fair,BMW,15570
2011,192256,Diesel,Manual,Dealer,Fair,BMW,7712
2012,108591,Hybrid,Manual,Online Platform,Excellent,Hyundai,8593
2012,146650,Petrol,Semi-Auto,Individual,Poor,BMW,9069
2018,136060,Diesel,Semi-Auto,Online Platform,Good,Tesla,20208
2018,154696,Petrol,Manual,Dealer,Excellent,Ford,11294
2022,44194,Hybrid,Semi-Auto,Dealer,Excellent,Hyundai,13358
2013,114903,Diesel,Semi-Auto,Online Platform,Excellent,Toyota,11944
2003,136461,Diesel,Semi-Auto,Individual,Excellent,Toyota,8641
2012,104303,Hybrid,Semi-Auto,Dealer,Fair,Ford,10135
2007,118903,Electric,Semi-Auto,Dealer,Fair,Toyota,8283
2022,72391,Diesel,Semi-Auto,Dealer,Good,Tesla,29501
2020,149866,Diesel,Automatic,Dealer,Good,BMW,13194
2022,63002,Petrol,Manual,Dealer,Excellent,Ford,16857
2018,40531,Electric,Semi-Auto,Individual,Excellent,Hyundai,13146
2011,188887,Petrol,Manual,Online Platform,Excellent,BMW,11248
2017,9986,Petrol,Automatic,Individual,Good,Toyota,13207
2005,37298,Electric,Semi-Auto,Individual,Excellent,Toyota,16044
2017,6481,Electric,Manual,Dealer,Poor,Hyundai,6801
2018,61408,Hybrid,Semi-Auto,Individual,Good,Tesla,24980
2021,126950,Electric,Semi-Auto,Dealer,Poor,Hyundai,4595
2004,152907,Diesel,Semi-Auto,Individual,Excellent,Ford,10768
2008,130355,Electric,Semi-Auto,Dealer,Fair,Hyundai,5178
2002,32798,Hybrid,Semi-Auto,Dealer,Poor,Toyota,7582
2009,96649,Hybrid,Semi-Auto,Individual,Good,Tesla,24029
2018,69887,Hybrid,Semi-Auto,Individual,Poor,Tesla,16649
2002,24477,Electric,Automatic,Online Platform,Good,Hyundai,11216
2021,153338,Electric,Automatic,Online Platform,Excellent,Ford,8919
2014,132815,Petrol,Semi-Auto,Online Platform,Poor,Toyota,5230
2000,179598,Petrol,Semi-Auto,Individual,Fair,BMW,10465
2006,132426,Diesel,Automatic,Individual,Poor,Tesla,11369
2011,147961,Petrol,Automatic,Dealer,Fair,Hyundai,5364
2016,29335,Diesel,Automatic,Online Platform,Good,Ford,15473
2020,147326,Hybrid,Semi-Auto,Dealer,Excellent,Ford,12386
2019,91610,Petrol,Manual,Dealer,Excellent,Toyota,12622
2004,16442,Electric,Manual,Dealer,Fair,Tesla,25770
2003,51289,Petrol,Manual,Dealer,Good,Toyota,12196
2011,58747,Diesel,Manual,Online Platform,Excellent,BMW,30749
2019,42327,Petrol,Semi-Auto,Dealer,Good,BMW,26123
2017,152271,Hybrid,Manual,Individual,Fair,BMW,12592
2016,77827,Electric,Automatic,Individual,Fair,Ford,11438
2018,111464,Diesel,Automatic,Individual,Poor,Tesla,12645
2008,136184,Electric,Manual,Online Platform,Excellent,Toyota,9943
2003,92051,Electric,Automatic,Dealer,Excellent,Toyota,12274
2020,155653,Diesel,Semi-Auto,Online Platform,Poor,BMW,9576
2001,64722,Electric,Manual,Dealer,Fair,Tesla,21423
2003,97036,Electric,Manual,Online Platform,Fair,Tesla,19010
2001,152595,Petrol,Semi-Auto,Online Platform,Fair,Hyundai,5818
2014,71960,Electric,Automatic,Dealer,Fair,Tesla,23082
2001,24552,Electric,Semi-Auto,Online Platform,Good,Tesla,30323
2003,146880,Electric,Semi-Auto,Dealer,Excellent,Toyota,9998
2005,159692,Electric,Automatic,Individual,Excellent,Tesla,21089
2006,5887,Diesel,Semi-Auto,Individual,Fair,Tesla,25909
2009,36802,Hybrid,Automatic,Individual,Fair,Toyota,10461
2018,90024,Petrol,Automatic,Online Platform,Fair,Tesla,18270
2018,123639,Electric,Semi-Auto,Individual,Excellent,Toyota,8428
2021,123248,Electric,Automatic,Dealer,Excellent,Hyundai,8378
2011,86938,Diesel,Semi-Auto,Individual,Fair,Ford,9862
2002,127746,Hybrid,Automatic,Individual,Good,Toyota,7787
2012,31049,Electric,Manual,Online Platform,Poor,Toyota,8064
2017,82789,Diesel,Automatic,Dealer,Poor,Tesla,12978
2007,89526,Petrol,Automatic,Online Platform,Poor,Toyota,6332
2020,143918,Petrol,Semi-Auto,Online Platform,Excellent,BMW,18757
2014,51220,Electric,Automatic,Dealer,Excellent,BMW,31075
2000,51163,Electric,Manual,Online Platform,Poor,Hyundai,5394
2002,139837,Hybrid,Manual,Dealer,Poor,Toyota,5767
2007,122126,Hybrid,Automatic,Individual,Good,Tesla,23824
2003,86486,Electric,Automatic,Dealer,Excellent,Tesla,28268
2015,181342,Diesel,Manual,Dealer,Excellent,Ford,10119
2022,80277,Hybrid,Semi-Auto,Dealer,Poor,Hyundai,5581
2009,109245,Electric,Manual,Online Platform,Good,Tesla,21485
2011,127332,Hybrid,Manual,Dealer,Good,Ford,9813
2013,27931,Electric,Automatic,Dealer,Poor,Tesla,18487
2013,94116,Petrol,Automatic,Dealer,Poor,Ford,8938
2001,60633,Electric,Manual,Individual,Excellent,BMW,31172
2022,56913,Petrol,Semi-Auto,Dealer,Poor,BMW,14402
2004,99776,Hybrid,Manual,Online Platform,Fair,Tesla,18524
2004,30991,Electric,Manual,Dealer,Good,Hyundai,11268
2005,190917,Hybrid,Semi-Auto,Dealer,Poor,Toyota,3634
2012,109092,Petrol,Manual,Individual,Fair,Hyundai,5649
2008,191384,Electric,Manual,Dealer,Good,Hyundai,4523
2021,146633,Hybrid,Automatic,Online Platform,Fair,Toyota,5803
2014,152973,Petrol,Semi-Auto,Dealer,Fair,BMW,11944
2013,100556,Hybrid,Automatic,Online Platform,Poor,BMW,11923
2006,67875,Diesel,Automatic,Individual,Good,Toyota,12369
2019,161989,Petrol,Semi-Auto,Dealer,Fair,Ford,6431
2001,67120,Petrol,Semi-Auto,Individual,Excellent,Hyundai,11263
2006,138060,Petrol,Manual,Dealer,Good,Tesla,15606
2005,115041,Electric,Automatic,Online Platform,Excellent,BMW,22777
2016,133467,Electric,Semi-Auto,Individual,Poor,Tesla,10839
2001,150328,Electric,Automatic,Dealer,Excellent,Toyota,7614
2002,123490,Diesel,Automatic,Online Platform,Good,Tesla,22568
2004,131155,Diesel,Semi-Auto,Individual,Fair,Tesla,15700
2004,33230,Petrol,Manual,Dealer,Fair,Hyundai,7539
2000,64778,Diesel,Automatic,Individual,Good,Toyota,11173
2007,50833,Hybrid,Semi-Auto,Dealer,Fair,Tesla,23262
2011,27625,Petrol,Manual,Online Platform,Excellent,BMW,32747
2003,37088,Petrol,Automatic,Online Platform,Fair,Toyota,10216
2012,177239,Hybrid,Semi-Auto,Individual,Fair,BMW,5782
2022,108937,Petrol,Automatic,Individual,Excellent,Ford,13160
2014,81361,Diesel,Semi-Auto,Dealer,Excellent,Tesla,32858
2010,93229,Electric,Semi-Auto,Online Platform,Excellent,Toyota,13668
2009,140189,Hybrid,Automatic,Dealer,Poor,BMW,9041
2002,95265,Diesel,Automatic,Online Platform,Excellent,Tesla,32617
2021,102718,Hybrid,Semi-Auto,Individual,Excellent,Hyundai,8305
2013,65710,Hybrid,Manual,Dealer,Poor,BMW,13328
2015,99876,Petrol,Automatic,Dealer,Fair,BMW,17079
2009,35949,Petrol,Semi-Auto,Online Platform,Excellent,Ford,19804
2009,158619,Diesel,Semi-Auto,Online Platform,Good,Hyundai,5649
2011,73136,Hybrid,Manual,Online Platform,Excellent,Ford,15125
2008,116541,Petrol,Manual,Individual,Excellent,Hyundai,7998
2000,66842,Petrol,Manual,Dealer,Poor,BMW,13336
2004,31990,Hybrid,Automatic,Online Platform,Good,Ford,15110
2019,152265,Diesel,Semi-Auto,Individual,Fair,Tesla,13971
2007,35109,Diesel,Semi-Auto,Online Platform,Fair,Hyundai,8432
2010,135356,Hybrid,Semi-Auto,Dealer,Good,BMW,14722
2011,155305,Diesel,Manual,Online Platform,Excellent,Toyota,8362
2000,133133,Petrol,Semi-Auto,Dealer,Poor,Hyundai,3051
2021,170582,Hybrid,Automatic,Individual,Good,Hyundai,5380
2019,6306,Petrol,Manual,Individual,Good,Tesla,35518
2010,8849,Electric,Manual,Online Platform,Fair,Hyundai,8879
2004,17360,Electric,Manual,Dealer,Poor,Hyundai,6500
2014,116072,Diesel,Manual,Dealer,Good,Tesla,21909
2004,99767,Electric,Automatic,Dealer,Poor,Tesla,14127
2011,181872,Petrol,Semi-Auto,Online Platform,Excellent,Ford,9340
2004,173035,Electric,Automatic,Dealer,Fair,BMW,9225
2016,59330,Petrol,Semi-Auto,Dealer,Excellent,BMW,27691
2016,56707,Diesel,Automatic,Dealer,Poor,Ford,8639
2011,23689,Diesel,Manual,Dealer,Excellent,BMW,31238
2014,34084,Petrol,Manual,Online Platform,Fair,Hyundai,8392
2014,45387,Electric,Automatic,Online Platform,Poor,Ford,8599
2005,79816,Diesel,Automatic,Dealer,Good,Ford,13586
2011,7642,Hybrid,Semi-Auto,Dealer,Excellent,BMW,33399
2019,47137,Diesel,Automatic,Individual,Fair,Toyota,10266
2017,191633,Electric,Automatic,Individual,Good,BMW,13021
2013,67260,Hybrid,Semi-Auto,Dealer,Fair,Toyota,9566
2001,151510,Electric,Semi-Auto,Dealer,Poor,Ford,5440
2008,53442,Petrol,Semi-Auto,Individual,Poor,Toyota,6783
2004,108061,Hybrid,Automatic,Individual,Excellent,Hyundai,10213
2019,139066,Electric,Semi-Auto,Dealer,Fair,Tesla,16582
2000,130844,Hybrid,Manual,Online Platform,Fair,Toyota,6672
2022,104575,Electric,Manual,Online Platform,Fair,Tesla,17701
2002,6813,Hybrid,Manual,Dealer,Poor,Hyundai,6743
2005,98027,Electric,Automatic,Dealer,Excellent,Tesla,32033
2004,128489,Petrol,Manual,Individual,Fair,Hyundai,5864
2020,89381,Hybrid,Automatic,Individual,Fair,Tesla,18596
2004,60276,Hybrid,Automatic,Online Platform,Good,Tesla,29891
2000,46243,Hybrid,Manual,Dealer,Fair,BMW,21907
2016,198984,Hybrid,Semi-Auto,Individual,Excellent,Toyota,6041
2018,65272,Petrol,Automatic,Online Platform,Good,Tesla,26782
2013,178123,Hybrid,Manual,Online Platform,Good,Ford,6418
2011,70618,Diesel,Automatic,Online Platform,Good,BMW,23999
2009,6920,Petrol,Semi-Auto,Individual,Poor,Toyota,8600
2019,111121,Diesel,Semi-Auto,Individual,Good,BMW,18185
2020,81872,Hybrid,Manual,Dealer,Fair,Toyota,8718
2017,86132,Electric,Automatic,Dealer,Poor,Hyundai,4838
2010,7093,Diesel,Automatic,Online Platform,Poor,Tesla,22108
2001,17905,Hybrid,Automatic,Online Platform,Poor,Ford,10678
2017,126759,Diesel,Automatic,Individual,Poor,BMW,10463
2006,160423,Hybrid,Manual,Individual,Poor,BMW,7608
2014,35981,Hybrid,Semi-Auto,Dealer,Poor,BMW,15123
2010,78903,Hybrid,Manual,Dealer,Poor,BMW,12508
2017,75821,Electric,Automatic,Dealer,Good,Tesla,24000
2022,114200,Diesel,Automatic,Individual,Excellent,Toyota,11438
2011,87289,Petrol,Semi-Auto,Online Platform,Fair,Tesla,18953
2005,121506,Petrol,Automatic,Dealer,Fair,Hyundai,5376
2019,83513,Petrol,Manual,Dealer,Good,Tesla,23832
2022,155946,Petrol,Manual,Individual,Good,Tesla,18562
2012,187003,Hybrid,Semi-Auto,Dealer,Poor,Hyundai,2438
2019,143746,Diesel,Manual,Online Platform,Excellent,Tesla,24540
2015,55516,Diesel,Manual,Individual,Poor,Toyota,7205
2017,196758,Electric,Manual,Dealer,Good,Ford,5073
2009,74212,Diesel,Manual,Dealer,Poor,Hyundai,5587
2022,138498,Diesel,Automatic,Individual,Fair,BMW,13984
2007,135970,Diesel,Manual,Individual,Fair,Toyota,6046
2017,95009,Electric,Semi-Auto,Dealer,Poor,Ford,7413
2020,166015,Petrol,Semi-Auto,Online Platform,Excellent,Toyota,8325
2000,49816,Diesel,Manual,Individual,Poor,Toyota,7548
2022,9138,Electric,Semi-Auto,Online Platform,Poor,BMW,17039
2007,96176,Electric,Manual,Dealer,Excellent,Ford,15627
2005,80945,Hybrid,Semi-Auto,Online Platform,Excellent,Toyota,12917
2004,9017,Electric,Semi-Auto,Dealer,Excellent,BMW,33827
2014,15451,Petrol,Manual,Dealer,Fair,Hyundai,8258
2021,199028,Diesel,Manual,Dealer,Poor,BMW,4478
2014,98863,Electric,Automatic,Dealer,Good,Tesla,23843
2001,15278,Petrol,Manual,Online Platform,Excellent,BMW,34027
2000,48764,Electric,Manual,Dealer,Excellent,BMW,31745
2022,128030,Electric,Automatic,Dealer,Poor,BMW,11335
2022,137206,Electric,Manual,Online Platform,Good,Toyota,7955
2010,67943,Electric,Manual,Individual,Poor,Ford,8866
2009,100667,Electric,Automatic,Online Platform,Poor,BMW,11454
2017,59318,Petrol,Manual,Online Platform,Excellent,BMW,28612
2017,108423,Diesel,Manual,Online Platform,Excellent,Tesla,26445
2016,108998,Diesel,Automatic,Dealer,Fair,Tesla,20037
2007,65128,Diesel,Automatic,Dealer,Good,Hyundai,8627
2014,26869,Diesel,Semi-Auto,Dealer,Good,Hyundai,10960
2007,10039,Petrol,Manual,Individual,Excellent,Tesla,39132
2016,157353,Hybrid,Semi-Auto,Dealer,Excellent,Ford,9947
2011,117935,Hybrid,Semi-Auto,Individual,Excellent,Hyundai,8493
2007,15442,Petrol,Automatic,Dealer,Good,Ford,17138
2013,78788,Petrol,Manual,Online Platform,Fair,Tesla,22532
2003,124729,Electric,Manual,Dealer,Good,Hyundai,8152
2000,32586,Electric,Automatic,Individual,Excellent,BMW,33271
2000,58053,Electric,Semi-Auto,Individual,Excellent,Tesla,31816
2018,186561,Diesel,Automatic,Dealer,Fair,Hyundai,3546
2015,91346,Electric,Manual,Online Platform,Poor,Ford,7652
2013,72087,Hybrid,Automatic,Dealer,Poor,Ford,7985
2020,148697,Diesel,Manual,Dealer,Good,Hyundai,5885
2015,39397,Electric,Semi-Auto,Dealer,Poor,Ford,9343
2004,63671,Diesel,Manual,Online Platform,Poor,Hyundai,5949
2008,121214,Hybrid,Semi-Auto,Individual,Good,Hyundai,7469
2001,71897,Electric,Semi-Auto,Online Platform,Excellent,Ford,15764
2017,162221,Hybrid,Manual,Individual,Poor,Toyota,4400
2005,196102,Hybrid,Manual,Individual,Excellent,BMW,15571
2008,141355,Hybrid,Semi-Auto,Individual,Good,Tesla,15860
2000,143682,Electric,Automatic,Online Platform,Excellent,BMW,17970
2008,179398,Petrol,Manual,Dealer,Excellent,Tesla,15806
2015,19924,Electric,Semi-Auto,Dealer,Good,Tesla,32815
2012,118143,Hybrid,Semi-Auto,Dealer,Excellent,BMW,18539
2008,115253,Electric,Automatic,Dealer,Poor,Hyundai,4923
2020,105297,Hybrid,Manual,Dealer,Poor,Ford,7034
2012,5869,Petrol,Semi-Auto,Online Platform,Poor,Toyota,8958
2008,102088,Diesel,Automatic,Online Platform,Poor,Toyota,6019
2010,6014,Petrol,Semi-Auto,Online Platform,Excellent,Toyota,17174
2003,15103,Petrol,Manual,Online Platform,Poor,BMW,17722
2001,115317,Diesel,Automatic,Online Platform,Excellent,BMW,22171
2005,169530,Electric,Semi-Auto,Online Platform,Fair,Hyundai,3174
2013,87409,Diesel,Automatic,Online Platform,Excellent,Toyota,12658
2003,28248,Electric,Manual,Dealer,Poor,Hyundai,6422
2005,179588,Electric,Automatic,Individual,Fair,Toyota,5234
2018,165133,Hybrid,Manual,Online Platform,Good,BMW,17538
